,Name,Overall,Value,Wage,Release Clause,Age,log_value,predicted_log_value,value_difference
695,J. Hernández,79,12000000,90000,22800000,30,16.300417207752275,16.030212352272322,-0.2702048554799532
654,P. Jones,79,12000000,110000,23100000,26,16.300417207752275,16.030212352272322,-0.2702048554799532
581,Granell,79,12000000,37000,25200000,29,16.300417207752275,16.030212352272322,-0.2702048554799532
97,I. Perišić,85,37500000,110000,63800000,29,17.43985149094064,17.17002735484471,-0.2698241360959308
93,A. Sánchez,85,37500000,215000,69400000,29,17.43985149094064,17.17002735484471,-0.2698241360959308
88,K. Manolas,85,37500000,96000,66600000,27,17.43985149094064,17.17002735484471,-0.2698241360959308
461,E. Zahavi,80,14500000,24000,31200000,30,16.489659207390805,16.22018151936772,-0.269477688023084
467,J. Vestergaard,80,14500000,51000,28600000,25,16.489659207390805,16.22018151936772,-0.269477688023084
474,N. Schulz,80,14500000,37000,25700000,25,16.489659207390805,16.22018151936772,-0.269477688023084
426,A. Onana,80,14500000,14000,21400000,22,16.489659207390805,16.22018151936772,-0.269477688023084
505,V. Wanyama,80,14500000,86000,27900000,27,16.489659207390805,16.22018151936772,-0.269477688023084
433,M. Vecino,80,14500000,63000,25700000,26,16.489659207390805,16.22018151936772,-0.269477688023084
134,Illarramendi,84,31000000,51000,65100000,28,17.24949776244942,16.980058187749314,-0.2694395747001046
379,S. Kagawa,81,17500000,65000,29800000,29,16.67771143889374,16.41015068646312,-0.2675607524306223
384,D. Perotti,81,17500000,84000,29800000,29,16.67771143889374,16.41015068646312,-0.2675607524306223
406,H. Herrera,81,17500000,20000,35000000,28,16.67771143889374,16.41015068646312,-0.2675607524306223
365,D. Tadić,81,17500000,26000,24500000,29,16.67771143889374,16.41015068646312,-0.2675607524306223
397,C. Vela,81,17500000,15000,26300000,29,16.67771143889374,16.41015068646312,-0.2675607524306223
373,K. Vogt,81,17500000,42000,31100000,26,16.67771143889374,16.41015068646312,-0.2675607524306223
374,Ander Herrera,81,17500000,140000,32400000,28,16.67771143889374,16.41015068646312,-0.2675607524306223
199,H. Mkhitaryan,83,25500000,145000,48500000,29,17.054189010128656,16.790089020653916,-0.2640999894747402
194,Pizzi,83,25500000,22000,51000000,28,17.054189010128656,16.790089020653916,-0.2640999894747402
66,T. Müller,86,45000000,135000,74300000,28,17.622173047734595,17.359996521940108,-0.26217652579448725
286,Taison,82,21000000,1000,44100000,30,16.860032995687696,16.600119853558517,-0.2599131421291787
264,Gabriel Paulista,82,21000000,44000,45700000,27,16.860032995687696,16.600119853558517,-0.2599131421291787
273,Bartra,82,21000000,32000,45700000,27,16.860032995687696,16.600119853558517,-0.2599131421291787
274,S. Coates,82,21000000,19000,43600000,27,16.860032995687696,16.600119853558517,-0.2599131421291787
283,Pedro,82,21000000,140000,38900000,30,16.860032995687696,16.600119853558517,-0.2599131421291787
288,Marlos,82,21000000,1000,44100000,30,16.860032995687696,16.600119853558517,-0.2599131421291787
295,N. Gaitán,82,21000000,22000,45200000,30,16.860032995687696,16.600119853558517,-0.2599131421291787
260,T. Meunier,82,21000000,87000,40400000,26,16.860032995687696,16.600119853558517,-0.2599131421291787
105,K. Benzema,85,37000000,240000,75900000,30,17.4264284706085,17.17002735484471,-0.25640111576379
90,Parejo,85,37000000,66000,77700000,29,17.4264284706085,17.17002735484471,-0.25640111576379
140,Willian,84,30500000,175000,56400000,29,17.23323724157764,16.980058187749314,-0.25317905382832606
59,V. van Dijk,86,44500000,165000,87900000,26,17.610999747136468,17.359996521940108,-0.2510032251963601
1094,E. Gigliotti,77,8000000,24000,11200000,31,15.89495209964411,15.650274018081525,-0.24467808156258464
1012,Jô,77,8000000,11000,10000000,31,15.89495209964411,15.650274018081525,-0.24467808156258464
935,Bruno,77,8000000,23000,17400000,28,15.89495209964411,15.650274018081525,-0.24467808156258464
989,T. Rincón,77,8000000,42000,13600000,30,15.89495209964411,15.650274018081525,-0.24467808156258464
999,Montoya,77,8000000,43000,15800000,27,15.89495209964411,15.650274018081525,-0.24467808156258464
921,F. Fabra,77,8000000,22000,11800000,27,15.89495209964411,15.650274018081525,-0.24467808156258464
1003,M. Zárate,77,8000000,26000,11200000,31,15.89495209964411,15.650274018081525,-0.24467808156258464
1166,Tomás Pina,77,8000000,25000,16800000,30,15.89495209964411,15.650274018081525,-0.24467808156258464
895,M. Harnik,77,8000000,31000,13600000,31,15.89495209964411,15.650274018081525,-0.24467808156258464
1112,W. Benítez,77,8000000,23000,15800000,25,15.89495209964411,15.650274018081525,-0.24467808156258464
1096,Laguardia,77,8000000,24000,17400000,28,15.89495209964411,15.650274018081525,-0.24467808156258464
1108,M. Lang,77,8000000,26000,14200000,27,15.89495209964411,15.650274018081525,-0.24467808156258464
180,J. Pickford,83,25000000,78000,49400000,24,17.034386382832476,16.790089020653916,-0.24429736217856046
81,Alisson,85,36500000,115000,72100000,25,17.41282281855272,17.17002735484471,-0.24279546370800986
17,A. Griezmann,89,78000000,145000,165800000,27,18.172219384653864,17.929904023226303,-0.24231536142756127
72,M. Pjanić,86,44000000,180000,72600000,28,17.599700191882537,17.359996521940108,-0.2397036699424291
338,T. Strakosha,81,17000000,36000,30200000,23,16.64872390202049,16.41015068646312,-0.23857321555736988
320,Laure Santeiro,81,17000000,40000,32300000,30,16.64872390202049,16.41015068646312,-0.23857321555736988
353,C. Kramer,81,17000000,35000,30200000,27,16.64872390202049,16.41015068646312,-0.23857321555736988
330,Morales,81,17000000,33000,35700000,30,16.64872390202049,16.41015068646312,-0.23857321555736988
360,J. Iličić,81,17000000,41000,28900000,30,16.64872390202049,16.41015068646312,-0.23857321555736988
366,C. Aránguiz,81,17000000,76000,28900000,29,16.64872390202049,16.41015068646312,-0.23857321555736988
394,D. Wass,81,17000000,46000,35700000,29,16.64872390202049,16.41015068646312,-0.23857321555736988
130,Iago Aspas,84,30000000,45000,63000000,30,17.216707939626428,16.980058187749314,-0.23664975187711335
151,A. Gómez,84,30000000,53000,51000000,30,17.216707939626428,16.980058187749314,-0.23664975187711335
258,A. Florenzi,82,20500000,73000,36400000,27,16.835935444108635,16.600119853558517,-0.2358155905501178
438,G. Rulli,80,14000000,26000,30500000,26,16.454567887579532,16.22018151936772,-0.2343863682118119
502,Susaeta,80,14000000,33000,29400000,30,16.454567887579532,16.22018151936772,-0.2343863682118119
458,T. Inui,80,14000000,30000,29400000,30,16.454567887579532,16.22018151936772,-0.2343863682118119
465,P. Kadeřábek,80,14000000,39000,24900000,26,16.454567887579532,16.22018151936772,-0.2343863682118119
466,J. Butland,80,14000000,39000,27700000,25,16.454567887579532,16.22018151936772,-0.2343863682118119
74,M. Özil,86,43500000,190000,82700000,29,17.588271496058912,17.359996521940108,-0.22827497411880415
68,M. Reus,86,43500000,100000,74000000,29,17.588271496058912,17.359996521940108,-0.22827497411880415
694,Eder,79,11500000,29000,24700000,31,16.25785759333348,16.030212352272322,-0.22764524106115758
593,I. Marcone,79,11500000,31000,20400000,28,16.25785759333348,16.030212352272322,-0.22764524106115758
678,Y. M'Vila,79,11500000,36000,22700000,28,16.25785759333348,16.030212352272322,-0.22764524106115758
615,Mário Rui,79,11500000,60000,20400000,27,16.25785759333348,16.030212352272322,-0.22764524106115758
698,Ángel,79,11500000,31000,24200000,31,16.25785759333348,16.030212352272322,-0.22764524106115758
700,M. Fellaini,79,11500000,120000,21300000,30,16.25785759333348,16.030212352272322,-0.22764524106115758
691,M. Sakho,79,11500000,58000,22700000,28,16.25785759333348,16.030212352272322,-0.22764524106115758
692,Sidnei,79,11500000,27000,25000000,28,16.25785759333348,16.030212352272322,-0.22764524106115758
665,N. Clyne,79,11500000,94000,22700000,27,16.25785759333348,16.030212352272322,-0.22764524106115758
1214,Mario Suárez,76,6500000,16000,14000000,31,15.687312734865866,15.460304850986127,-0.22700788387973958
1268,D. Santon,76,6500000,47000,11100000,27,15.687312734865866,15.460304850986127,-0.22700788387973958
1277,Rômulo,76,6500000,17000,11100000,31,15.687312734865866,15.460304850986127,-0.22700788387973958
1200,D. Zurutuza,76,6500000,26000,13700000,31,15.687312734865866,15.460304850986127,-0.22700788387973958
1444,A. Smith,76,6500000,51000,12400000,27,15.687312734865866,15.460304850986127,-0.22700788387973958
1325,P. van Aanholt,76,6500000,44000,12400000,27,15.687312734865866,15.460304850986127,-0.22700788387973958
1274,M. Noble,76,6500000,66000,12400000,31,15.687312734865866,15.460304850986127,-0.22700788387973958
1204,L. Kalinić,76,6500000,17000,10200000,28,15.687312734865866,15.460304850986127,-0.22700788387973958
1306,Víctor Vázquez,76,6500000,9000,9800000,31,15.687312734865866,15.460304850986127,-0.22700788387973958
1518,M. Sels,76,6500000,14000,13500000,26,15.687312734865866,15.460304850986127,-0.22700788387973958
1543,T. Mangani,76,6500000,23000,13000000,31,15.687312734865866,15.460304850986127,-0.22700788387973958
1510,L. Skorupski,76,6500000,23000,11500000,27,15.687312734865866,15.460304850986127,-0.22700788387973958
1369,Emilio Piodão,76,6500000,13000,12400000,26,15.687312734865866,15.460304850986127,-0.22700788387973958
1364,S. Padt,76,6500000,8000,9900000,28,15.687312734865866,15.460304850986127,-0.22700788387973958
1338,Eltildo Correia,76,6500000,30000,12400000,26,15.687312734865866,15.460304850986127,-0.22700788387973958
851,G. Krychowiak,78,9500000,1000,20700000,28,16.06680235657077,15.840243185176924,-0.22655917139384485
788,A. Selikhov,78,9500000,1000,20700000,24,16.06680235657077,15.840243185176924,-0.22655917139384485
886,R. Vormer,78,9500000,26000,14300000,30,16.06680235657077,15.840243185176924,-0.22655917139384485
849,Cláudio Ramos,78,9500000,6000,20700000,26,16.06680235657077,15.840243185176924,-0.22655917139384485
860,Granero,78,9500000,30000,20000000,30,16.06680235657077,15.840243185176924,-0.22655917139384485
810,Matheus,78,9500000,12000,19700000,25,16.06680235657077,15.840243185176924,-0.22655917139384485
859,Z. Junuzović,78,9500000,39000,14300000,30,16.06680235657077,15.840243185176924,-0.22655917139384485
848,B. Natcho,78,9500000,1000,20900000,30,16.06680235657077,15.840243185176924,-0.22655917139384485
833,Álvaro,78,9500000,32000,20700000,28,16.06680235657077,15.840243185176924,-0.22655917139384485
211,Juan Mata,83,24500000,160000,45300000,30,17.014183675514957,16.790089020653916,-0.22409465486104096
188,Nacho Fernández,83,24500000,180000,52100000,28,17.014183675514957,16.790089020653916,-0.22409465486104096
138,A. Di María,84,29500000,125000,54600000,30,17.19990082131005,16.980058187749314,-0.2198426335607344
128,M. Perin,84,29500000,105000,50900000,25,17.19990082131005,16.980058187749314,-0.2198426335607344
129,J. Cuadrado,84,29500000,150000,48700000,30,17.19990082131005,16.980058187749314,-0.2198426335607344
48,C. Immobile,87,52000000,115000,88400000,28,17.7667542765457,17.549965689035506,-0.21678858751019447
101,R. Nainggolan,85,35500000,105000,60400000,30,17.385043254445645,17.17002735484471,-0.21501589960093526
304,O. Giroud,82,20000000,140000,37000000,31,16.811242831518264,16.600119853558517,-0.21112297795974655
242,Dani García,82,20000000,33000,43500000,28,16.811242831518264,16.600119853558517,-0.21112297795974655
251,J. Vardy,82,20000000,96000,38000000,31,16.811242831518264,16.600119853558517,-0.21112297795974655
293,S. Giovinco,82,20000000,15000,30000000,31,16.811242831518264,16.600119853558517,-0.21112297795974655
398,Renato Augusto,81,16500000,28000,36300000,30,16.61887093887081,16.41015068646312,-0.20872025240769077
358,F. Ghoulam,81,16500000,68000,29300000,27,16.61887093887081,16.41015068646312,-0.20872025240769077
372,A. Areola,81,16500000,61000,31800000,25,16.61887093887081,16.41015068646312,-0.20872025240769077
189,T. Horn,83,24000000,25000,37800000,25,16.99356438831222,16.790089020653916,-0.20347536765830299
220,M. Dembélé,83,24000000,120000,44400000,30,16.99356438831222,16.790089020653916,-0.20347536765830299
200,Marcos Alonso,83,24000000,130000,46200000,27,16.99356438831222,16.790089020653916,-0.20347536765830299
142,E. Banega,84,29000000,31000,60900000,30,17.182806387950748,16.980058187749314,-0.2027482002014338
29,L. Insigne,88,62000000,165000,105400000,27,17.942644943009366,17.739934856130905,-0.20271008687846148
523,K. Gameiro,80,13500000,45000,28400000,31,16.41820024340866,16.22018151936772,-0.19801872404093857
515,A. Lallana,80,13500000,110000,25700000,30,16.41820024340866,16.22018151936772,-0.19801872404093857
511,C. Stuani,80,13500000,41000,28400000,31,16.41820024340866,16.22018151936772,-0.19801872404093857
487,Hugo Mallo,80,13500000,27000,29400000,27,16.41820024340866,16.22018151936772,-0.19801872404093857
508,Camacho,80,13500000,51000,24000000,28,16.41820024340866,16.22018151936772,-0.19801872404093857
531,S. Defour,80,13500000,65000,25700000,30,16.41820024340866,16.22018151936772,-0.19801872404093857
44,K. Koulibaly,87,51000000,115000,90500000,27,17.7473361906886,17.549965689035506,-0.19737050165309356
277,Víctor Ruiz,82,19500000,43000,42400000,29,16.785925023533974,16.600119853558517,-0.18580516997545615
279,K. Casteels,82,19500000,46000,34600000,26,16.785925023533974,16.600119853558517,-0.18580516997545615
225,J. Pavlenka,82,19500000,30000,34600000,26,16.785925023533974,16.600119853558517,-0.18580516997545615
711,H. Ben Arfa,79,11000000,38000,20900000,31,16.213405830762646,16.030212352272322,-0.18319347849032397
642,Nolito,79,11000000,21000,23100000,31,16.213405830762646,16.030212352272322,-0.18319347849032397
716,R. Babel,79,11000000,55000,20900000,31,16.213405830762646,16.030212352272322,-0.18319347849032397
57,Ederson,86,41500000,125000,79900000,24,17.541203985200926,17.359996521940108,-0.1812074632608187
898,G. Castro,77,7500000,34000,12800000,31,15.830413578506539,15.650274018081525,-0.18013956042501356
1079,J. Kucka,77,7500000,32000,15000000,31,15.830413578506539,15.650274018081525,-0.18013956042501356
947,Juan Jesus,77,7500000,51000,12800000,27,15.830413578506539,15.650274018081525,-0.18013956042501356
961,Y. Bounou,77,7500000,22000,16300000,27,15.830413578506539,15.650274018081525,-0.18013956042501356
1009,J. McCarthy,77,7500000,74000,14300000,27,15.830413578506539,15.650274018081525,-0.18013956042501356
1141,P. Hetemaj,77,7500000,19000,12800000,31,15.830413578506539,15.650274018081525,-0.18013956042501356
1050,A. Dragović,77,7500000,50000,12800000,27,15.830413578506539,15.650274018081525,-0.18013956042501356
368,D. Lovren,81,16000000,115000,31600000,28,16.588099280204055,16.41015068646312,-0.1779485937409362
377,C. Smalling,81,16000000,130000,30800000,28,16.588099280204055,16.41015068646312,-0.1779485937409362
383,O. Toprak,81,16000000,59000,28400000,28,16.588099280204055,16.41015068646312,-0.1779485937409362
346,C. Bacca,81,16000000,45000,33600000,31,16.588099280204055,16.41015068646312,-0.1779485937409362
881,J. Tomkins,78,9000000,53000,17800000,29,16.012735135300492,15.840243185176924,-0.17249195012356822
760,David Soria,78,9000000,18000,19600000,25,16.012735135300492,15.840243185176924,-0.17249195012356822
883,Gervinho,78,9000000,49000,16200000,31,16.012735135300492,15.840243185176924,-0.17249195012356822
737,Sidney Pessinho,78,9000000,27000,17100000,26,16.012735135300492,15.840243185176924,-0.17249195012356822
885,R. Eremenko,78,9000000,1000,18900000,31,16.012735135300492,15.840243185176924,-0.17249195012356822
843,P. Hernández,78,9000000,24000,12600000,31,16.012735135300492,15.840243185176924,-0.17249195012356822
36,G. Bale,88,60000000,355000,123000000,28,17.909855120186375,17.739934856130905,-0.16992026405547023
27,Casemiro,88,59500000,285000,126400000,26,17.901486870515857,17.739934856130905,-0.16155201438495226
447,Pacheco,80,13000000,23000,28300000,26,16.38045991542581,16.22018151936772,-0.16027839605808936
463,N. Pope,80,13000000,48000,25700000,26,16.38045991542581,16.22018151936772,-0.16027839605808936
530,Raúl García,80,13000000,30000,27300000,31,16.38045991542581,16.22018151936772,-0.16027839605808936
525,V. Birsa,80,13000000,23000,22100000,31,16.38045991542581,16.22018151936772,-0.16027839605808936
306,A. Guardado,82,19000000,35000,39900000,31,16.759949537130716,16.600119853558517,-0.15982968357219818
33,P. Aubameyang,88,59000000,265000,112100000,29,17.893048001869992,17.739934856130905,-0.15311314573908774
144,D. Payet,84,27500000,75000,52300000,31,17.1296965626368,16.980058187749314,-0.1496383748874841
137,José Callejón,84,27500000,105000,46800000,31,17.1296965626368,16.980058187749314,-0.1496383748874841
1391,J. Briand,76,6000000,41000,11400000,32,15.60727002719233,15.460304850986127,-0.1469651762062032
1394,S. Sanogo,76,6000000,22000,9000000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1236,Marcelo,76,6000000,13000,12000000,28,15.60727002719233,15.460304850986127,-0.1469651762062032
1244,P. Bargfrede,76,6000000,25000,10200000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1247,D. D'Ambrosio,76,6000000,50000,10200000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1542,D. Mbokani,76,6000000,15000,9000000,32,15.60727002719233,15.460304850986127,-0.1469651762062032
1545,E. Insúa,76,6000000,31000,10200000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1202,K. Gibbs,76,6000000,32000,11400000,28,15.60727002719233,15.460304850986127,-0.1469651762062032
1398,E. Bičakčić,76,6000000,31000,10200000,28,15.60727002719233,15.460304850986127,-0.1469651762062032
1553,C. Dawson,76,6000000,32000,11400000,28,15.60727002719233,15.460304850986127,-0.1469651762062032
1557,H. Tekin,76,6000000,44000,11900000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1560,J. Hogg,76,6000000,42000,11400000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1203,F. Fernández,76,6000000,42000,11400000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1480,Jaume,76,6000000,23000,13100000,27,15.60727002719233,15.460304850986127,-0.1469651762062032
1511,Toño García,76,6000000,22000,12600000,28,15.60727002719233,15.460304850986127,-0.1469651762062032
1455,Júnior Caiçara,76,6000000,24000,11400000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1337,S. García,76,6000000,23000,10200000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1462,A. Cresswell,76,6000000,63000,11400000,28,15.60727002719233,15.460304850986127,-0.1469651762062032
1381,D. Brosinski,76,6000000,25000,10800000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1361,A. Samaris,76,6000000,12000,12000000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1313,M. Darmian,76,6000000,88000,11100000,28,15.60727002719233,15.460304850986127,-0.1469651762062032
1348,F. Guarín,76,6000000,16000,12900000,32,15.60727002719233,15.460304850986127,-0.1469651762062032
1358,C. Erkin,76,6000000,41000,11400000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1430,W. Vainqueur,76,6000000,18000,12000000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1445,Maurício,76,6000000,1000,12600000,29,15.60727002719233,15.460304850986127,-0.1469651762062032
1307,Diego Mariño,76,6000000,9000,10100000,28,15.60727002719233,15.460304850986127,-0.1469651762062032
1465,C. Kouyaté,76,6000000,46000,11400000,28,15.60727002719233,15.460304850986127,-0.1469651762062032
393,A. Candreva,81,15500000,74000,26400000,31,16.556350581889475,16.41015068646312,-0.14619989542635636
390,Pedro León,81,15500000,32000,32600000,31,16.556350581889475,16.41015068646312,-0.14619989542635636
378,Hulk,81,15500000,25000,34100000,31,16.556350581889475,16.41015068646312,-0.14619989542635636
408,Nani,81,15500000,19000,31000000,31,16.556350581889475,16.41015068646312,-0.14619989542635636
99,S. Khedira,85,33000000,160000,54500000,31,17.312018119430753,17.17002735484471,-0.1419907645860441
158,Josué Chiamulera,83,22500000,43000,40500000,26,16.929025867174648,16.790089020653916,-0.1389368465207319
647,M. Ryan,79,10500000,41000,20700000,26,16.166885815127753,16.030212352272322,-0.13667346285543047
649,B. Stambouli,79,10500000,33000,17900000,27,16.166885815127753,16.030212352272322,-0.13667346285543047
669,Rafael,79,10500000,60000,20000000,27,16.166885815127753,16.030212352272322,-0.13667346285543047
285,R. Bürki,82,18500000,50000,32800000,27,16.733281290048552,16.600119853558517,-0.13316143649003465
290,K. Trippier,82,18500000,99000,34200000,27,16.733281290048552,16.600119853558517,-0.13316143649003465
276,Mário Fernandes,82,18500000,1000,40700000,27,16.733281290048552,16.600119853558517,-0.13316143649003465
261,S. Sané,82,18500000,41000,31500000,27,16.733281290048552,16.600119853558517,-0.13316143649003465
131,B. Leno,84,27000000,115000,53300000,26,17.111347423968603,16.980058187749314,-0.13128923621928834
4,K. De Bruyne,91,102000000,355000,196400000,27,18.440483371248543,18.3098423574171,-0.13064101383144333
510,M. Musacchio,80,12500000,85000,21300000,27,16.34123920227253,16.22018151936772,-0.12105768290480867
495,J. Zoet,80,12500000,16000,18400000,27,16.34123920227253,16.22018151936772,-0.12105768290480867
428,M. Acuña,80,12500000,16000,25000000,26,16.34123920227253,16.22018151936772,-0.12105768290480867
521,Beñat,80,12500000,30000,26300000,31,16.34123920227253,16.22018151936772,-0.12105768290480867
71,T. Alderweireld,86,39000000,150000,75100000,29,17.47907220409392,17.359996521940108,-0.11907568215381303
219,Cesc Fàbregas,83,22000000,140000,40700000,31,16.90655301132259,16.790089020653916,-0.11646399066867374
817,V. Chiricheş,78,8500000,57000,14500000,28,15.955576721460545,15.840243185176924,-0.11533353628362164
768,M. Dúbravka,78,8500000,39000,16800000,29,15.955576721460545,15.840243185176924,-0.11533353628362164
889,S. Cook,78,8500000,58000,16200000,27,15.955576721460545,15.840243185176924,-0.11533353628362164
803,Tiago Volpi,78,8500000,10000,15100000,27,15.955576721460545,15.840243185176924,-0.11533353628362164
827,B. Reynet,78,8500000,24000,17600000,27,15.955576721460545,15.840243185176924,-0.11533353628362164
401,João Moutinho,81,15000000,85000,28500000,31,16.523560759066484,16.41015068646312,-0.11341007260336511
391,K. Boateng,81,15000000,65000,25500000,31,16.523560759066484,16.41015068646312,-0.11341007260336511
359,B. Lecomte,81,15000000,27000,31100000,27,16.523560759066484,16.41015068646312,-0.11341007260336511
92,W. Szczęsny,85,32000000,125000,55200000,28,17.281246460764002,17.17002735484471,-0.11121910591929307
1128,Cote,77,7000000,23000,14700000,28,15.761420707019587,15.650274018081525,-0.1111466889380619
1175,F. Orellana,77,7000000,24000,14700000,32,15.761420707019587,15.650274018081525,-0.1111466889380619
1058,A. McCarthy,77,7000000,37000,13800000,28,15.761420707019587,15.650274018081525,-0.1111466889380619
1082,W. Reid,77,7000000,68000,13300000,29,15.761420707019587,15.650274018081525,-0.1111466889380619
1047,D. Schwaab,77,7000000,16000,9800000,29,15.761420707019587,15.650274018081525,-0.1111466889380619
1043,V. Vasin,77,7000000,1000,15400000,29,15.761420707019587,15.650274018081525,-0.1111466889380619
1024,V. Babacan,77,7000000,21000,13800000,29,15.761420707019587,15.650274018081525,-0.1111466889380619
1157,Yuri Berchiche,77,7000000,23000,14700000,28,15.761420707019587,15.650274018081525,-0.1111466889380619
1162,I. Radovanović,77,7000000,18000,11900000,29,15.761420707019587,15.650274018081525,-0.1111466889380619
1163,Renan Ribeiro,77,7000000,11000,14500000,28,15.761420707019587,15.650274018081525,-0.1111466889380619
984,T. Chandler,77,7000000,33000,11900000,28,15.761420707019587,15.650274018081525,-0.1111466889380619
975,André Pinto,77,7000000,14000,14000000,28,15.761420707019587,15.650274018081525,-0.1111466889380619
1059,L. Chichizola,77,7000000,19000,15200000,28,15.761420707019587,15.650274018081525,-0.1111466889380619
1177,C. Ortíz,77,7000000,43000,11900000,29,15.761420707019587,15.650274018081525,-0.1111466889380619
1076,B. Espinosa,77,7000000,29000,14700000,28,15.761420707019587,15.650274018081525,-0.1111466889380619
1188,D. Janmaat,77,7000000,50000,13300000,28,15.761420707019587,15.650274018081525,-0.1111466889380619
960,D. Torres,77,7000000,24000,14700000,28,15.761420707019587,15.650274018081525,-0.1111466889380619
950,G. Moreno,77,7000000,17000,15100000,32,15.761420707019587,15.650274018081525,-0.1111466889380619
1191,Aleix Vidal,77,7000000,17000,14700000,28,15.761420707019587,15.650274018081525,-0.1111466889380619
941,Jonatan Soriano,77,7000000,23000,15400000,32,15.761420707019587,15.650274018081525,-0.1111466889380619
937,A. Schwolow,77,7000000,19000,13100000,26,15.761420707019587,15.650274018081525,-0.1111466889380619
1195,C. Villanueva,77,7000000,39000,11900000,32,15.761420707019587,15.650274018081525,-0.1111466889380619
918,T. Strobl,77,7000000,27000,11900000,28,15.761420707019587,15.650274018081525,-0.1111466889380619
296,J. Henderson,82,18000000,125000,34200000,28,16.70588231586044,16.600119853558517,-0.10576246230192154
266,J. Cillessen,82,18000000,135000,38300000,29,16.70588231586044,16.600119853558517,-0.10576246230192154
53,I. Rakitić,87,46500000,260000,95300000,30,17.654962870557586,17.549965689035506,-0.10499718152208004
52,M. Hamšík,87,46500000,125000,79100000,30,17.654962870557586,17.549965689035506,-0.10499718152208004
2,Neymar Jr,92,118500000,290000,228100000,26,18.59042351853946,18.4998115245125,-0.09061199402696118
705,N. Şahin,79,10000000,32000,17000000,29,16.11809565095832,16.030212352272322,-0.08788329868599831
714,S. Kalou,79,10000000,34000,17000000,32,16.11809565095832,16.030212352272322,-0.08788329868599831
706,R. Bertrand,79,10000000,53000,19000000,28,16.11809565095832,16.030212352272322,-0.08788329868599831
699,M. Schneiderlin,79,10000000,92000,19000000,28,16.11809565095832,16.030212352272322,-0.08788329868599831
680,R. Zieler,79,10000000,32000,17800000,29,16.11809565095832,16.030212352272322,-0.08788329868599831
673,Souza,79,10000000,44000,17000000,29,16.11809565095832,16.030212352272322,-0.08788329868599831
672,B. Hübner,79,10000000,39000,17000000,28,16.11809565095832,16.030212352272322,-0.08788329868599831
721,B. Yılmaz,79,10000000,41000,20000000,32,16.11809565095832,16.030212352272322,-0.08788329868599831
668,B. Mee,79,10000000,58000,19000000,28,16.11809565095832,16.030212352272322,-0.08788329868599831
660,Escudero,79,10000000,20000,21000000,28,16.11809565095832,16.030212352272322,-0.08788329868599831
633,David López,79,10000000,32000,21000000,28,16.11809565095832,16.030212352272322,-0.08788329868599831
629,M. Rojo,79,10000000,115000,18500000,28,16.11809565095832,16.030212352272322,-0.08788329868599831
607,G. Pizarro,79,10000000,58000,16000000,28,16.11809565095832,16.030212352272322,-0.08788329868599831
618,Roque Mesa,79,10000000,20000,21000000,29,16.11809565095832,16.030212352272322,-0.08788329868599831
571,M. Dmitrović,79,10000000,21000,21800000,26,16.11809565095832,16.030212352272322,-0.08788329868599831
605,J. Hector,79,10000000,26000,15000000,28,16.11809565095832,16.030212352272322,-0.08788329868599831
578,M. Campaña,79,10000000,21000,14800000,29,16.11809565095832,16.030212352272322,-0.08788329868599831
492,Mario Gaspar,80,12000000,35000,25200000,27,16.300417207752275,16.22018151936772,-0.08023568838455475
552,W. Rooney,80,12000000,13000,18000000,32,16.300417207752275,16.22018151936772,-0.08023568838455475
431,Raúl,80,12000000,19000,24000000,28,16.300417207752275,16.22018151936772,-0.08023568838455475
506,N. Nkoulou,80,12000000,50000,20400000,28,16.300417207752275,16.22018151936772,-0.08023568838455475
503,S. Rudy,80,12000000,37000,20400000,28,16.300417207752275,16.22018151936772,-0.08023568838455475
455,Z. Feddal,80,12000000,29000,25200000,28,16.300417207752275,16.22018151936772,-0.08023568838455475
539,A. Gignac,80,12000000,70000,19200000,32,16.300417207752275,16.22018151936772,-0.08023568838455475
540,M. Gómez,80,12000000,46000,20400000,32,16.300417207752275,16.22018151936772,-0.08023568838455475
484,Y. Rakitskyi,80,12000000,1000,25200000,28,16.300417207752275,16.22018151936772,-0.08023568838455475
488,André Almeida,80,12000000,15000,24000000,27,16.300417207752275,16.22018151936772,-0.08023568838455475
494,D. Blind,80,12000000,22000,16800000,28,16.300417207752275,16.22018151936772,-0.08023568838455475
453,T. Stepanenko,80,12000000,1000,25200000,28,16.300417207752275,16.22018151936772,-0.08023568838455475
396,D. Rose,81,14500000,92000,26800000,27,16.489659207390805,16.41015068646312,-0.07950852092768557
